,body_hash,type,dim,scale,center_ecl,x_ecl,y_ecl,z_ecl,r_ecl,q_ecl,f_ecl,ns_ecl,x_obs,y_obs,z_obs,r_obs,q_obs,f_obs,ns_obs,x_luz,y_luz,z_luz,r_luz,q_luz,f_luz,ns_luz,n_equ,alpha_equ,center_equ,x_equ,y_equ,z_equ,r_equ,q_equ,f_equ,ns_equ,w,t0,asp,dsp,albedo_gray_normal,tau_gray_optical,unset,visible,shadow,illuminated,transit,indirect,occult,emit,hidden
15,planet,0,3,1.0,"[0, 0, 0]",-0.24295198163806586,0.24724549463668097,-0.938,0.9999999999999999,2.3474359726185274,-1.216814759822424,[-0.24295198  0.24724549 -0.938     ],-0.32787440511203414,-0.938,-0.11249166401307216,1.0000000000000002,4.3761184283190575,-0.11273027724188543,[-0.32787441 -0.938      -0.11249166],0.24724549463668097,-0.938,-0.24295198163806586,1.0000000000000002,4.9701148522559695,-0.24540785672765086,[ 0.24724549 -0.938      -0.24295198],[0. 0. 1.],0,"[0, 0, 0]",-0.24295198163806586,0.24724549463668097,-0.938,1.0,2.3474359726185483,-1.216814759822424,[-0.24295198  0.24724549 -0.938     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,0,0,0,0,0,0,0,0
16,planet,0,3,1.0,"[0, 0, 0]",0.012505652106998697,-0.35705406966645653,-0.9339999999999999,1.0,4.747399202347182,-1.2054497647691806,[ 0.01250565 -0.35705407 -0.934     ],0.17086482956911356,-0.9339999999999999,0.31376617092401454,1.0,4.893327014271004,0.319156923584816,[ 0.17086483 -0.934       0.31376617],-0.35705406966645653,-0.9339999999999999,0.012505652106998697,1.0,4.347246919820709,0.012505978092544697,[-0.35705407 -0.934       0.01250565],[0. 0. 1.],0,"[0, 0, 0]",0.012505652106998697,-0.35705406966645653,-0.9339999999999999,1.0,4.747399202347204,-1.2054497647691806,[ 0.01250565 -0.35705407 -0.934     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,1,0,0,0,0,0
17,planet,0,3,1.0,"[0, 0, 0]",0.23864396568281895,0.27955152949532874,-0.9299999999999999,1.0,0.8641771248962516,-1.1944128444771682,[ 0.23864397  0.27955153 -0.93      ],0.08843040724164558,-0.9299999999999999,-0.35676331520361915,1.0,4.807190411758183,-0.36480091267530745,[ 0.08843041 -0.93       -0.35676332],0.27955152949532874,-0.9299999999999999,0.23864396568281895,1.0,5.004389761676697,0.24096923118158076,[ 0.27955153 -0.93        0.23864397],[0. 0. 1.],0,"[0, 0, 0]",0.23864396568281895,0.27955152949532874,-0.9299999999999999,1.0,0.8641771248962726,-1.1944128444771684,[ 0.23864397  0.27955153 -0.93      ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,0,0,1,0,0,0,0,0
18,planet,0,3,1.0,"[0, 0, 0]",-0.37469224265809403,-0.04614892514293118,-0.926,1.0,3.264140354624793,-1.1836758892086205,[-0.37469224 -0.04614893 -0.926     ],-0.31449650334850926,-0.926,0.2088443185283263,1.0,4.384983019889149,0.21039307018858053,[-0.3144965  -0.926       0.20884432],-0.04614892514293118,-0.926,-0.37469224265809403,1.0,4.662593326927009,-0.38406481284615734,[-0.04614893 -0.926      -0.37469224],[0. 0. 1.],0,"[0, 0, 0]",-0.37469224265809403,-0.04614892514293118,-0.926,1.0,3.264140354624814,-1.1836758892086205,[-0.37469224 -0.04614893 -0.926     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,0,0,0,0,0,0
19,planet,0,3,1.0,"[0, 0, 0]",0.3153319514136563,-0.22468146433930736,-0.922,0.9999999999999999,5.664103584353448,-1.1732145487953975,[ 0.31533195 -0.22468146 -0.922     ],0.38252207704481583,-0.922,0.05994047525103521,1.0,5.105659282269833,0.05997642636844134,[ 0.38252208 -0.922       0.05994048],-0.22468146433930736,-0.922,0.3153319514136563,1.0,4.473358633867638,0.32080643131533837,[-0.22468146 -0.922       0.31533195],[0. 0. 1.],0,"[0, 0, 0]",0.3153319514136563,-0.22468146433930736,-0.922,1.0,5.6641035843534695,-1.1732145487953973,[ 0.31533195 -0.22468146 -0.922     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,1,0,0,0,0,0
20,planet,0,3,1.0,"[0, 0, 0]",-0.08270414520102605,0.3878608311837734,-0.918,1.0,1.7808815069025172,-1.1630075647253386,[-0.08270415  0.38786083 -0.918     ],-0.24742947314350044,-0.918,-0.30992685559649363,1.0,4.449114315118736,-0.31511609894567283,[-0.24742947 -0.918      -0.30992686],0.3878608311837734,-0.918,-0.08270414520102605,1.0,5.1121455910309725,-0.08279871897790028,[ 0.38786083 -0.918      -0.08270415],[0. 0. 1.],0,"[0, 0, 0]",-0.08270414520102605,0.3878608311837734,-0.918,1.0,1.7808815069025385,-1.1630075647253388,[-0.08270415  0.38786083 -0.918     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,0,0,0,0,0,0,0,0
21,planet,0,3,1.0,"[0, 0, 0]",-0.20564237006903563,-0.34973592270796233,-0.914,1.0,4.1808447366311725,-1.153036247412025,[-0.20564237 -0.34973592 -0.914     ],-0.027525467941689502,-0.914,0.4047793826451529,1.0000000000000002,4.6822826880650315,0.41673755145241825,[-0.02752547 -0.914       0.40477938],-0.34973592270796233,-0.914,-0.20564237006903563,1.0,4.346934281809615,-0.207120061195719,[-0.34973592 -0.914      -0.20564237],[0. 0. 1.],0,"[0, 0, 0]",-0.20564237006903563,-0.34973592270796233,-0.914,1.0,4.180844736631194,-1.1530362474120253,[-0.20564237 -0.34973592 -0.914     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,0,0,0,0,0,0
22,planet,0,3,1.0,"[0, 0, 0]",0.39638055318479265,0.12158312817540802,-0.91,0.9999999999999999,0.2976226591802414,-1.143284061850027,[ 0.39638055  0.12158313 -0.91      ],0.3001599168486105,-0.91,-0.2860140281829464,1.0000000000000002,5.030997714418549,-0.29006449680972723,[ 0.30015992 -0.91       -0.28601403],0.12158312817540802,-0.91,0.39638055318479265,0.9999999999999999,4.845210208046058,0.40757109301252764,[ 0.12158313 -0.91        0.39638055],[0. 0. 1.],0,"[0, 0, 0]",0.39638055318479265,0.12158312817540802,-0.91,1.0,0.29762265918026287,-1.1432840618500273,[ 0.39638055  0.12158313 -0.91      ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,0,0,1,0,0,0,0,0
23,planet,0,3,1.0,"[0, 0, 0]",-0.3822357365653463,0.18182365548065288,-0.906,1.0,2.697585888908897,-1.1337362953962928,[-0.38223574  0.18182366 -0.906     ],-0.42319604687037504,-0.906,0.008312996649066456,1.0,4.275402917165474,0.008313092398248328,[-0.42319605 -0.906       0.008313  ],0.18182365548065288,-0.906,-0.3822357365653463,1.0,4.910446338547924,-0.3922145478611065,[ 0.18182366 -0.906      -0.38223574],[0. 0. 1.],0,"[0, 0, 0]",-0.3822357365653463,0.18182365548065288,-0.906,1.0,2.697585888908918,-1.133736295396293,[-0.38223574  0.18182366 -0.906     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,0,0,0,0,0,0
24,planet,0,3,1.0,"[0, 0, 0]",0.1622064853078649,-0.40010630602887204,-0.902,1.0,5.097549118637552,-1.1243797886208364,[ 0.16220649 -0.40010631 -0.902     ],0.32401487071726115,-0.902,0.2853250138948154,1.0,5.057252338528318,0.28934552150226855,[ 0.32401487 -0.902       0.28532501],-0.40010630602887204,-0.902,0.1622064853078649,1.0,4.294889381854433,0.16292634231663855,[-0.40010631 -0.902       0.16220649],[0. 0. 1.],0,"[0, 0, 0]",0.1622064853078649,-0.40010630602887204,-0.902,1.0,5.097549118637573,-1.1243797886208364,[ 0.16220649 -0.40010631 -0.902     ],0,0,0.025132741228718346,0.17888543819998318,1,0.0,0,1,0,1,0,0,0,0,0
